Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurrence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
190051133,1/5/2019,1/5/2019,1438,1/5/2019,1438,208,,,3500 PEACHTREE RD NE @PHIPPS PLAZA,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,North Buckhead,B,33.85252,-84.36116
190051149,1/5/2019,1/5/2019,1400,1/5/2019,1453,505,,,782 PEACHTREE ST NE ,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77593,-84.38466
190051153,1/5/2019,1/4/2019,1455,1/4/2019,1530,509,,,207 PEACHTREE CENTER AVE NE,Morning Watch,,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76021,-84.38594
190051191,1/5/2019,1/5/2019,1400,1/5/2019,1520,207,,,1183 HOWELL MILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Blandtown,D,33.78711,-84.41164
190051287,1/5/2019,1/5/2019,1430,1/5/2019,1545,501,,,689 11TH ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78309,-84.41019
190051382,1/5/2019,1/5/2019,1247,1/5/2019,1630,508,,,275 BAKER ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76171,-84.39569
190051390,1/5/2019,1/5/2019,1400,1/5/2019,1600,509,,,227 COURTLAND ST NE,Unknown,,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76051,-84.38407
190051478,1/5/2019,1/5/2019,1500,1/5/2019,1900,605,,,1015 GRANT ST SE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Grant Park,W,33.72654,-84.37682
190051615,1/5/2019,1/5/2019,1400,1/5/2019,1829,604,,,145 SAMPSON ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.75801,-84.36551
190051641,1/5/2019,1/4/2019,2200,1/5/2019,1600,211,APT,3337,508 MAIN ST NE,Unknown,18,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.8227,-84.37056
190051717,1/5/2019,1/5/2019,1830,1/5/2019,1830,208,,,3500 PEACHTREE RD NE @PHIPPS PLAZA,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,North Buckhead,B,33.85252,-84.36116
190051905,1/5/2019,1/5/2019,1820,1/5/2019,1830,509,,,600 PEACHTREE ST NE,Unknown,,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.7708,-84.38515
190051932,1/5/2019,1/5/2019,2000,1/5/2019,2304,211,,,2625 PIEDMONT RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.82678,-84.36699
190051968,1/5/2019,1/5/2019,2100,1/5/2019,2200,207,,,1860 PEACHTREE RD NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Ardmore,E,33.80596,-84.39405
190051986,1/5/2019,1/5/2019,1820,1/5/2019,2210,206,,,306 BUCKHEAD AVE NE,Morning Watch,,LARCENY-FROM VEHICLE,640,2305,Buckhead Village,B,33.83831,-84.37811
190051993,1/5/2019,1/5/2019,1900,1/5/2019,2220,606,,,880 GLENWOOD AVE SE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Grant Park,W,33.73991,-84.35917
190052152,1/5/2019,1/5/2019,2221,1/5/2019,2345,508,,,17 BAKER ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76226,-84.38755
190050855,1/5/2019,12/10/2018,1300,1/3/2019,1100,503,,,205 12TH ST NE,Morning Watch,18,LARCENY-NON VEHICLE,660,2317,Midtown,E,33.7842,-84.38071
190050521,1/5/2019,12/31/2018,900,1/2/2019,100,502,,16,1200 14TH PL NE,Morning Watch,26,LARCENY-NON VEHICLE,670,2308,Midtown,E,33.78743,-84.37923
190050626,1/5/2019,1/4/2019,1400,1/4/2019,2000,603,,101,551 PONCE DE LEON AVE NE,Day Watch,26,LARCENY-NON VEHICLE,670,2308,Old Fourth Ward,M,33.77357,-84.36866
190050692,1/5/2019,1/4/2019,300,1/5/2019,900,401,,,565 LANGHORN ST SW,Morning Watch,20,LARCENY-NON VEHICLE,670,2308,Westview,T,33.73968,-84.43254
190050696,1/5/2019,1/2/2019,2100,1/2/2019,2300,103,,,478 SUNSET AVE NW,Day Watch,20,LARCENY-NON VEHICLE,670,2308,English Avenue,L,33.76771,-84.40999
190052029,1/5/2019,1/5/2019,2251,1/5/2019,2251,504,,,400 W PEACHTREE ST NW,Morning Watch,21,LARCENY-NON VEHICLE,670,2308,Downtown,M,33.76614,-84.3876
190050881,1/5/2019,1/2/2019,1100,1/5/2019,1100,404,,,775 OLYMPIAN DRIVE SW,Day Watch,18,LARCENY-NON VEHICLE,690,2399,Westview,T,33.73412,-84.44056
190051330,1/5/2019,1/4/2019,715,1/5/2019,1700,501,,3037,470 16TH ST NW,Evening Watch,26,LARCENY-NON VEHICLE,690,2399,Home Park,E,33.7883,-84.40387
190051541,1/5/2019,1/5/2019,1700,1/5/2019,1744,306,,,708 CASPLAN ST SW,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Sylvan Hills,X,33.70577,-84.41142
190050101,1/5/2019,1/4/2019,2245,1/5/2019,30,208,,,3500 PEACHTREE RD NE @SAKS FIFTH AVENUE,Morning Watch,18,AUTO THEFT,710,2404,North Buckhead,B,33.85252,-84.36116
190050383,1/5/2019,1/5/2019,0,1/5/2019,310,211,,,635 LINDBERGH DR NE,Morning Watch,18,AUTO THEFT,710,2404,Lindbergh/Morosgo,B,33.8213,-84.36689
190050714,1/5/2019,1/4/2019,915,1/4/2019,2230,512,,,253 TRINITY AVE SW,Evening Watch,18,AUTO THEFT,710,2404,Downtown,M,33.75066,-84.39606
190050998,1/5/2019,1/5/2019,1045,1/5/2019,1245,510,,,80 JESSE HILL JR DR SE @GRADY,Day Watch,28,AUTO THEFT,710,2404,Downtown,M,33.75231,-84.38231
190051389,1/5/2019,1/5/2019,1430,1/5/2019,1716,305,,,125 MILTON AVE SE,Evening Watch,99,AUTO THEFT,710,2404,Chosewood Park,Y,33.72154,-84.3837
190051010,1/5/2019,1/4/2019,1900,1/5/2019,1311,604,,7411,180 JACKSON ST NE,Day Watch,26,AUTO THEFT,720,2424,Sweet Auburn,M,33.75932,-84.37442
190051425,1/5/2019,1/5/2019,1530,1/5/2019,1640,208,,,3440 PEACHTREE RD NE,Evening Watch,8,ROBBERY-PEDESTRIAN,341,1206,North Buckhead,B,33.85248,-84.36058
190051577,1/5/2019,1/5/2019,1804,1/5/2019,1804,508,,,300 TED TURNER DR @ALOFT ATLANTA DOWNTOWN ,Evening Watch,,ROBBERY-PEDESTRIAN,341,1206,Downtown,M,33.76273,-84.38912
190051678,1/5/2019,1/5/2019,1855,1/5/2019,1855,209,,,3651 PIEDMONT RD NE,Evening Watch,8,ROBBERY-COMMERCIAL,342,1203,North Buckhead,B,33.85419,-84.38236
190050891,1/5/2019,1/5/2019,1100,1/5/2019,1147,401,,,824 RALPH DAVID ABERNATHY BLVD,Day Watch,99,ROBBERY-PEDESTRIAN,347,1299S,West End,T,33.73815,-84.41483
190050583,1/5/2019,1/5/2019,750,1/5/2019,755,405,,,2460 MARTIN L KING JR DR SW,Day Watch,13,AGG ASSAULT,410,1314,Harland Terrace,I,33.75187,-84.46781
190050215,1/5/2019,1/4/2019,2100,1/5/2019,200,404,,,1539 OLYMPIAN WAY SW,Morning Watch,13,HOMICIDE,110,903,Westview,T,33.73579,-84.4379
190051912,1/5/2019,1/5/2019,2123,1/5/2019,2123,507,,,217 WALKER ST SW,Evening Watch,13,ROBBERY-PEDESTRIAN,311,1204,Castleberry Hill,M,33.74878,-84.4024
190052066,1/5/2019,1/5/2019,2316,1/5/2019,2316,109,,,635 S GRAND AVE NW,Unknown,,AGG ASSAULT,430,1315,Center Hill,J,33.77243,-84.46263
190051486,1/5/2019,1/4/2019,1300,1/5/2019,1700,402,,,1315 BRIDGES AVE SW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Bush Mountain,S,33.7266,-84.43106
190051728,1/5/2019,1/5/2019,1929,1/5/2019,1929,501,,230,455 14TH ST NW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Home Park,E,33.78629,-84.40208
190051754,1/5/2019,1/5/2019,1934,1/5/2019,1947,203,,201,2030 MAIN ST NW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Riverside,D,33.81112,-84.47174
190051901,1/5/2019,12/14/2018,800,1/5/2019,2000,107,,,2036 CHICAGO AVE NW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Grove Park,J,33.76449,-84.45426
190361920,1/5/2019,1/3/2019,1100,2/5/2019,2015,403,,,1125 CASCADE CIR,Evening Watch,99,AGG ASSAULT,440,1399,Cascade Avenue/Road,S,33.72571,-84.44896
190051575,1/5/2019,12/1/2018,800,1/5/2019,1400,501,,3067,390 17TH ST NW,Evening Watch,26,BURGLARY-NONRES,512,2203,Atlantic Station,E,33.7902,-84.4003
190051164,1/5/2019,1/4/2019,1300,1/5/2019,1430,207,,,2702 PEACHTREE PARK DR NE,Evening Watch,20,BURGLARY-RESIDENCE,521,2204,,E,33.81361,-84.3896
190060286,1/6/2019,1/6/2019,220,1/6/2019,234,505,,,855 PEACHTREE ST NE,Morning Watch,18,AGG ASSAULT,440,1399,Midtown,E,33.778,-84.38424
190061280,1/6/2019,1/6/2019,1700,1/6/2019,1800,308,,7106,960 CONSTITUTION RD SE,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Norwood Manor,Z,33.69307,-84.35805
190061589,1/6/2019,1/6/2019,250,1/6/2019,2005,301,,,1450 ALLENE AVE SW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Capitol View,X,33.7153,-84.41277
190061139,1/6/2019,1/6/2019,1000,1/6/2019,1553,510,,,101 EDGEWOOD AVE SE @HURT PARK,Evening Watch,13,AGG ASSAULT,430,1315,Downtown,M,33.75417,-84.3853
190061534,1/6/2019,1/6/2019,1920,1/6/2019,1925,201,APT,T4,2453 CORONET WAY NW,Evening Watch,26,ROBBERY-PEDESTRIAN,311,1204,,C,33.8209,-84.44958
190061702,1/6/2019,1/6/2019,2120,1/6/2019,2135,505,,,908 PEACHTREE ST NE,Evening Watch,2,ROBBERY-PEDESTRIAN,311,1204,Midtown,E,33.77938,-84.38433
190061116,1/6/2019,1/6/2019,1500,1/6/2019,1530,403,,C,1193 OAKLAND LN SW,Evening Watch,26,AGG ASSAULT,410,1314,Oakland City,S,33.71965,-84.42719
190061616,1/6/2019,1/6/2019,2024,1/6/2019,2024,301,,,1540 ATHENS AVE SW,Evening Watch,20,AGG ASSAULT,410,1314,Capitol View,X,33.71275,-84.40883
190061272,1/6/2019,1/6/2019,1650,1/6/2019,1705,502,,,1240 W PEACHTREE ST NW,Evening Watch,13,ROBBERY-PEDESTRIAN,341,1206,Midtown,E,33.78974,-84.38767
190060160,1/6/2019,1/5/2019,2340,1/6/2019,110,505,,4,849 PENN AVE NE,Morning Watch,13,AUTO THEFT,710,2404,Midtown,E,33.77768,-84.37843
190060515,1/6/2019,1/6/2019,305,1/6/2019,307,509,,,590 W PEACHTREE ST NW ,Morning Watch,13,AUTO THEFT,710,2404,Downtown,M,33.7702,-84.38754
190060963,1/6/2019,1/5/2019,1700,1/6/2019,1300,111,,G7,62 HARWELL ROAD,Day Watch,26,AUTO THEFT,710,2404,,I,33.7538,-84.493
190061567,1/6/2019,1/6/2019,1940,1/6/2019,1949,303,,,634 WHITEHALL ST SW,Evening Watch,23,AUTO THEFT,710,2404,Adair Park,V,33.74192,-84.40871
190061775,1/6/2019,1/6/2019,2230,1/8/2019,1558,504,,,203 PINE ST,Day Watch,18,AUTO THEFT,710,2404,Downtown,M,33.7679,-84.3936
190060690,1/6/2019,1/5/2019,2245,1/5/2019,2330,605,,,807 LYNWOOD ST SE,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Grant Park,W,33.73294,-84.36193
190060703,1/6/2019,1/6/2019,630,1/6/2019,1150,309,,312,2285 METROPOLITAN PKWY SW,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Perkerson,X,33.68173,-84.40783
190061450,1/6/2019,1/6/2019,1330,1/6/2019,1630,504,,,515 CENTENNIAL OLYMPIC PARK DR NW,Evening Watch,26,LARCENY-NON VEHICLE,670,2308,Downtown,M,33.76821,-84.39178
190061520,1/6/2019,1/6/2019,1330,1/6/2019,1900,108,,,1821 W ANDERSON AVE NW @SADIE G MAYS REHAB,Evening Watch,5,LARCENY-NON VEHICLE,670,2308,Dixie Hills,J,33.75533,-84.44742
190060630,1/6/2019,1/5/2019,2200,1/6/2019,900,114,,,3181 DONALD LEE HOLLOWELL PKWY NW,Day Watch,13,LARCENY-FROM VEHICLE,650,2304,Bankhead/Bolton,H,33.78692,-84.49314
190060682,1/6/2019,1/6/2019,1018,1/6/2019,1146,213,,,1853 CHESHIRE BRIDGE RD,Day Watch,13,LARCENY-FROM VEHICLE,650,2304,Morningside/Lenox Park,F,33.80935,-84.3617
190061095,1/6/2019,1/6/2019,1420,1/6/2019,1528,111,,F9,195 FAIRBURN RD NW,Evening Watch,26,ROBBERY-PEDESTRIAN,317,1299G,Adamsville,H,33.76126,-84.50433
190061484,1/6/2019,1/4/2019,1200,1/4/2019,1400,511,,,50 UPPER ALABAMA ST SW,Day Watch,13,ROBBERY-PEDESTRIAN,317,1299G,Downtown,M,33.75223,-84.38978
190060117,1/6/2019,1/5/2019,1955,1/5/2019,2200,604,,,626 DEKALB AVE SE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.75283,-84.36687
190060150,1/6/2019,1/6/2019,111,1/6/2019,230,109,,,SUMLIN AVE NW / MILDRED PL NW,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Grove Park,J,33.77984,-84.45653
190060195,1/6/2019,1/6/2019,1,1/6/2019,200,206,,,3167 PEACHTREE RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Village,B,33.84064,-84.37653
190060369,1/6/2019,1/6/2019,210,1/6/2019,300,503,,,1150 CRESCENT AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78601,-84.38437
190060393,1/6/2019,1/6/2019,1,1/6/2019,230,512,,,180 TED TURNER DR SW,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.74996,-84.3974
190060541,1/6/2019,1/6/2019,545,1/6/2019,800,106,,,700 FINLEY AVE NW,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Bankhead,K,33.77294,-84.42221
190060585,1/6/2019,1/4/2019,800,1/6/2019,800,509,,,221 PEACHTREE CENTER AVE NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76158,-84.38496
190060664,1/6/2019,1/6/2019,1006,1/6/2019,1006,303,,,288 RALPH D ABERNATHY BLVD SW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Mechanicsville,V,33.73682,-84.3975
190060739,1/6/2019,1/6/2019,1040,1/6/2019,1058,204,,,1678 HOWELL MILL RD NW,Day Watch,23,LARCENY-FROM VEHICLE,640,2305,Berkeley Park,D,33.80047,-84.41593
190060906,1/6/2019,1/5/2019,1107,1/6/2019,130,505,,,893 PEACHTREE ST NE @BULLDOG,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77907,-84.38414
190060974,1/6/2019,1/6/2019,230,1/6/2019,300,503,,,930 JUNIPER ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78,-84.38272
190060976,1/6/2019,1/5/2019,1800,1/6/2019,1430,506,,,495 GREENWOOD AVE NE,Morning Watch,20,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77697,-84.37082
190060999,1/6/2019,1/4/2019,1700,1/6/2019,1400,601,,,980 PONCE DE LEON AVE NE @LIBRARY - PONCE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.77391,-84.35506
190061096,1/6/2019,1/6/2019,1529,1/6/2019,1534,112,,,716 ALINE DR NW,Evening Watch,20,LARCENY-FROM VEHICLE,640,2305,Collier Heights,I,33.77484,-84.48919
190061475,1/6/2019,1/6/2019,1700,1/6/2019,1830,505,,,849 PIEDMONT AVE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77776,-84.38116
190061650,1/6/2019,1/6/2019,1800,1/6/2019,2045,609,,,225 MARION PL NE,Evening Watch,20,LARCENY-FROM VEHICLE,640,2305,Edgewood,O,33.75969,-84.34497
190061717,1/6/2019,1/6/2019,1900,1/6/2019,2200,601,,,1097 AMSTERDAM AVE NE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.78748,-84.35142
190061824,1/6/2019,1/6/2019,2055,1/6/2019,2300,207,,,2140 PEACHTREE RD NW @BROOKWOOD HOTEL,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,,C,33.81296,-84.3926
190061290,1/6/2019,1/6/2019,1700,1/6/2019,1720,102,,,835 MARTIN L KING JR DR NW,Day Watch,8,LARCENY-NON VEHICLE,630,2303,Vine City,L,33.75479,-84.41448
190061510,1/6/2019,1/6/2019,1913,1/6/2019,1913,204,,,1801 HOWELL MILL RD NW,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80448,-84.41348
190061541,1/6/2019,1/6/2019,1900,1/6/2019,1930,609,,,1210 CAROLINE ST NE,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75851,-84.34829
190071150,1/7/2019,1/7/2019,1420,1/7/2019,1445,102,,,835 MARTIN L KING JR DR NW,Day Watch,12,LARCENY-NON VEHICLE,630,2303,Vine City,L,33.75479,-84.41448
190071273,1/7/2019,1/7/2019,1500,1/7/2019,1700,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75831,-84.34638
190071327,1/7/2019,1/7/2019,1510,1/7/2019,1520,210,,,3393 PEACHTREE RD NE,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
190071344,1/7/2019,1/7/2019,1610,1/7/2019,1625,603,,W-122,675 PONCE DE LEON AVE NE,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,Old Fourth Ward,M,33.77324,-84.36513
190071896,1/7/2019,1/7/2019,2120,1/7/2019,2120,102,,,835 MARTIN L KING JR DR NW,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Vine City,L,33.75479,-84.41448
190071992,1/7/2019,1/7/2019,10,1/8/2019,127,609,,,1225 CAROLINE ST NE @TARGET - CAROLINE,Morning Watch,12,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75832,-84.34788
190070543,1/7/2019,1/7/2019,800,1/7/2019,805,405,,,2600 MARTIN L KING JR DR SW,Day Watch,5,LARCENY-NON VEHICLE,620,2302,Harland Terrace,I,33.7535,-84.47273
190070037,1/7/2019,1/6/2019,1450,1/6/2019,1513,602,,,83 WADDELL ST NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.75615,-84.36313
190070038,1/7/2019,1/6/2019,2200,1/7/2019,1,414,,,3760 PRINCETON LAKES PKWY SW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Princeton Lakes,P,33.65753,-84.50991
190070401,1/7/2019,1/6/2019,1730,1/7/2019,700,208,,,3242 PEACHTREE RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Forest,B,33.84286,-84.37291
190070500,1/7/2019,1/6/2019,1800,1/7/2019,700,601,,,1112 HUDSON DR NE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.78103,-84.35094
190070592,1/7/2019,1/6/2019,2130,1/7/2019,800,213,,,1310 NORTHVIEW AVE NE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Morningside/Lenox Park,F,33.79072,-84.35679
190070613,1/7/2019,1/6/2019,1400,1/7/2019,900,401,,,542 PEEPLES STREET SW,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,West End,T,33.74007,-84.42038
190070617,1/7/2019,1/7/2019,1,1/7/2019,800,111,,212,3537 MARTIN L KING JR DR NW,Day Watch,26,LARCENY-FROM VEHICLE,640,2305,Adamsville,H,33.75819,-84.50327
190070754,1/7/2019,1/7/2019,1020,1/7/2019,1045,503,,,950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.7805,-84.38752
190070788,1/7/2019,1/7/2019,1015,1/7/2019,1100,202,,,1284 W PACES FERRY RD NW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,West Paces Ferry/Northside,A,33.8492,-84.42918
190070804,1/7/2019,1/7/2019,1100,1/7/2019,1117,204,,,1715 HOWELL MILL RD NW @KROGER - HOWELL MILL,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Berkeley Park,D,33.80089,-84.4157
190070813,1/7/2019,1/7/2019,1115,1/7/2019,1115,605,,,504 WALDO ST SE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Grant Park,W,33.74089,-84.36655
190070856,1/7/2019,1/7/2019,1056,1/7/2019,1106,208,,,3116 PEACHTREE RD NE @CALL BOX 6,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Forest,B,33.84038,-84.37832
190070900,1/7/2019,1/7/2019,1140,1/7/2019,1200,211,,,2581 PIEDMONT RD NE @LINDBERGH PLAZA,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.82524,-84.36707
190071133,1/7/2019,1/7/2019,1300,1/7/2019,1440,406,,,2454 BENJAMIN E MAYS DR SW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Cascade Heights,I,33.72363,-84.46878
190071141,1/7/2019,1/7/2019,1350,1/7/2019,1446,501,,,1090 TUMLIN ST NW,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78474,-84.40072
190071163,1/7/2019,1/7/2019,600,1/7/2019,1600,512,,,222 TRINITY AVE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75046,-84.39545
190071301,1/7/2019,1/7/2019,1530,1/7/2019,1606,205,,,2204 PEACHTREE RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,,C,33.8145,-84.39205
190071318,1/7/2019,1/7/2019,1613,1/7/2019,1613,412,,,3909 CAMPBELLTON RD SW @CASCADE GLEN APTS,Evening Watch,26,LARCENY-FROM VEHICLE,640,2305,Kings Forest,P,33.6924,-84.51637
190071376,1/7/2019,1/7/2019,1220,1/7/2019,1255,213,,,1544 PIEDMONT AVE NE @ANSLEY MALL,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Piedmont Heights,F,33.79668,-84.36951
190071421,1/7/2019,1/7/2019,1500,1/7/2019,1700,213,,,1280 MIDDLESEX AVE NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Morningside/Lenox Park,F,33.7902,-84.36369
190071697,1/7/2019,1/6/2019,2330,1/7/2019,130,503,,,168 12TH ST NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78444,-84.38236
190071865,1/7/2019,1/7/2019,1630,1/7/2019,2030,508,,,17 BAKER ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76332,-84.389
190071934,1/7/2019,1/7/2019,1830,1/7/2019,2130,507,,,360 MARIETTA ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76269,-84.39702
190042120,1/7/2019,1/4/2019,845,1/4/2019,2130,114,,,1100 FULTON INDUSTRIAL BLVD,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Bankhead/Bolton,H,33.78495,-84.50547
190071882,1/7/2019,1/7/2019,2104,1/7/2019,2104,510,,,198 AUBURN AVE,Evening Watch,12,ROBBERY-PEDESTRIAN,327,1299K,Downtown,M,33.75563,-84.3812
190071225,1/7/2019,12/3/2018,0,12/26/2018,1200,602,,155,185 MONTAG CIR NE,Evening Watch,26,LARCENY-NON VEHICLE,660,2317,Inman Park,N,33.76013,-84.36218
190071935,1/7/2019,1/7/2019,2142,1/7/2019,2142,413,,5306,3378 GREENBRIAR PKWY SW,Evening Watch,18,LARCENY-FROM VEHICLE,650,2304,,P,33.68387,-84.50204
190070896,1/7/2019,12/20/2018,1,1/5/2019,2300,210,,256,960 E PACES FERRY RD NE,Day Watch,26,LARCENY-NON VEHICLE,670,2308,Buckhead Heights,B,33.84691,-84.35618
190071170,1/7/2019,1/5/2019,400,1/5/2019,430,508,,,30 IVAN ALLEN JR BLVD NW,Morning Watch,3,LARCENY-NON VEHICLE,670,2308,Downtown,M,33.76458,-84.38831
190071192,1/7/2019,12/10/2018,1200,12/16/2018,1200,410,,,1801 HONEYSUCKLE LN SW,Day Watch,26,LARCENY-NON VEHICLE,670,2308,Campbellton Road,R,33.70586,-84.45369
190071220,1/7/2019,1/7/2019,1357,1/7/2019,1357,203,,101,1210 HOWELL MILL RD NW,Evening Watch,99,LARCENY-NON VEHICLE,670,2308,Blandtown,D,33.78746,-84.4119
190071449,1/7/2019,1/7/2019,1415,1/7/2019,1420,411,,,2730 GREENBRIAR PKWY SW,Evening Watch,,LARCENY-NON VEHICLE,670,2308,Greenbriar,R,33.68928,-84.489
190071765,1/7/2019,12/21/2018,0,1/7/2019,900,511,,4D,20 MARIETTA ST NW,Unknown,26,LARCENY-NON VEHICLE,670,2308,Downtown,M,33.75468,-84.39042
190071904,1/7/2019,12/29/2018,1900,1/7/2019,2114,114,,J-2,901 BOLTON RD NW,Evening Watch,26,LARCENY-NON VEHICLE,670,2308,Bankhead/Bolton,H,33.77948,-84.49901
190071953,1/7/2019,1/7/2019,800,1/7/2019,2100,403,,,1191 ARLINGTON AVE SW,Evening Watch,20,LARCENY-NON VEHICLE,670,2308,Oakland City,S,33.72545,-84.42681
190070697,1/7/2019,1/7/2019,1010,1/7/2019,1011,104,,,1575 MARTIN L KING JR DR NW @MOSLEY PARK,Day Watch,13,LARCENY-NON VEHICLE,690,2399,Mozley Park,K,33.7529,-84.43904
190071067,1/7/2019,12/20/2018,1300,1/7/2019,1350,102,,,271 MAPLE ST NW,Day Watch,99,LARCENY-NON VEHICLE,690,2399,Vine City,L,33.76287,-84.4051
190071618,1/7/2019,12/17/2018,1600,1/7/2019,1815,304,,,135 UNIVERSITY AVE SW,Evening Watch,13,LARCENY-NON VEHICLE,690,2399,Peoplestown,V,33.72192,-84.39288
190071859,1/7/2019,1/7/2019,2000,1/7/2019,2100,502,,,1100 SPRING ST,Evening Watch,13,LARCENY-NON VEHICLE,690,2399,Midtown,E,33.78492,-84.38932
190070493,1/7/2019,1/6/2019,2304,1/6/2019,2306,604,,,98 HOGUE ST NE,Day Watch,20,AUTO THEFT,710,2404,Old Fourth Ward,M,33.75695,-84.37115
190070495,1/7/2019,1/6/2019,1900,1/7/2019,700,612,,,1367 EASTGATE CT SE,Morning Watch,20,AUTO THEFT,710,2404,East Atlanta,W,33.73645,-84.34348
190070576,1/7/2019,1/3/2019,2200,1/4/2019,1200,101,,,I-20 @ WB AND JOSEPH E. LOWERY,Unknown,13,AUTO THEFT,710,2404,Harris Chiles,T,33.74159,-84.41764
190070928,1/7/2019,1/7/2019,1224,1/7/2019,1225,209,,,4314 ROSWELL RD NE,Day Watch,18,AUTO THEFT,710,2404,East Chastain Park,B,33.8725,-84.38115
